game_id;team_id;team_name;pts_tot;pts_reb;pts_ast;pts_blk;best_at_pts;best_at_reb;best_at_ast;best_at_blk
1037723;1;Atlanta Hawks;109;48;23;6;Trae Young;Clint Capela;Trae Young;Clint Capela
1038144;17;Milwaukee Bucks;143;40;31;3;Damian Lillard;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1038441;17;Milwaukee Bucks;111;44;21;3;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
15882417;14;Los Angeles Lakers;106;41;30;6;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1037611;1;Atlanta Hawks;120;44;28;6;De'Andre Hunter;Clint Capela;Trae Young;Saddiq Bey
1038668;1;Atlanta Hawks;113;39;24;3;Bogdan Bogdanovic;Bogdan Bogdanovic;Dejounte Murray;Clint Capela
1038067;14;Los Angeles Lakers;96;50;29;6;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
1037852;24;Phoenix Suns;105;47;25;5;Kevin Durant;Jusuf Nurkic;Kevin Durant;Jusuf Nurkic
1038183;14;Los Angeles Lakers;112;44;31;3;Anthony Davis;Anthony Davis;D'Angelo Russell;Anthony Davis
1038410;14;Los Angeles Lakers;113;34;28;4;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1038512;24;Phoenix Suns;107;41;21;1;Kevin Durant;Jusuf Nurkic;Kevin Durant;Jusuf Nurkic
1038537;17;Milwaukee Bucks;94;44;23;2;Giannis Antetokounmpo;Giannis Antetokounmpo;Damian Lillard;Damian Lillard
1038610;14;Los Angeles Lakers;101;54;22;7;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
1037594;24;Phoenix Suns;108;60;23;7;Devin Booker;Jusuf Nurkic;Devin Booker;Drew Eubanks
1037659;14;Los Angeles Lakers;130;51;28;9;LeBron James;LeBron James;LeBron James;Anthony Davis
1037831;24;Phoenix Suns;116;47;27;11;Devin Booker;Jusuf Nurkic;Devin Booker;Jusuf Nurkic
1037883;14;Los Angeles Lakers;107;48;24;7;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
1038275;17;Milwaukee Bucks;116;39;27;5;Giannis Antetokounmpo;Giannis Antetokounmpo;Khris Middleton;Brook Lopez
1038757;24;Phoenix Suns;124;48;29;6;Devin Booker;Jusuf Nurkic;Jusuf Nurkic;Kevin Durant
1038786;24;Phoenix Suns;125;32;28;3;Bradley Beal;Grayson Allen;Jusuf Nurkic;Bradley Beal
1037871;24;Phoenix Suns;111;43;22;8;Jusuf Nurkic;Grayson Allen;Kevin Durant;Kevin Durant
1038254;14;Los Angeles Lakers;119;36;26;6;Anthony Davis;Anthony Davis;LeBron James;Max Christie
1037810;24;Phoenix Suns;123;43;22;8;Kevin Durant;Devin Booker;Devin Booker;Drew Eubanks
15882375;14;Los Angeles Lakers;103;40;22;7;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
15882403;14;Los Angeles Lakers;99;38;24;3;Anthony Davis;Anthony Davis;LeBron James;LeBron James
1038517;1;Atlanta Hawks;103;41;28;4;Bogdan Bogdanovic;Clint Capela;Dejounte Murray;Bruno Fernando
1038626;1;Atlanta Hawks;120;44;30;3;De'Andre Hunter;Clint Capela;Dejounte Murray;Clint Capela
1037626;24;Phoenix Suns;126;39;31;8;Kevin Durant;Jusuf Nurkic;Kevin Durant;Bol Bol
1038198;17;Milwaukee Bucks;122;49;26;8;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1038388;24;Phoenix Suns;113;41;20;4;Devin Booker;Royce O'Neale;Devin Booker;Kevin Durant
3277404;24;Phoenix Suns;119;52;22;1;Kevin Durant;Grayson Allen;Jusuf Nurkic;Drew Eubanks
1038217;24;Phoenix Suns;132;49;30;4;Devin Booker;Kevin Durant;Bradley Beal;Kevin Durant
1038751;1;Atlanta Hawks;114;38;35;2;Bogdan Bogdanovic;Mouhamed Gueye;Trae Young;Kobe Bufkin
1038179;1;Atlanta Hawks;109;38;23;2;Dejounte Murray;Clint Capela;Dejounte Murray;Clint Capela
1038617;24;Phoenix Suns;131;39;37;5;Devin Booker;Jusuf Nurkic;Bradley Beal;Drew Eubanks
1038719;14;Los Angeles Lakers;116;40;30;11;D'Angelo Russell;Anthony Davis;LeBron James;Anthony Davis
1038740;17;Milwaukee Bucks;104;49;29;5;Patrick Beverley;Patrick Beverley;Khris Middleton;Giannis Antetokounmpo
1038481;1;Atlanta Hawks;116;51;26;5;Jalen Johnson;Saddiq Bey;Jalen Johnson;Bruno Fernando
15881961;17;Milwaukee Bucks;109;47;21;5;Damian Lillard;Bobby Portis;Patrick Beverley;Brook Lopez
1038456;17;Milwaukee Bucks;113;49;22;4;Giannis Antetokounmpo;Giannis Antetokounmpo;Damian Lillard;Giannis Antetokounmpo
1037701;24;Phoenix Suns;116;53;32;9;Grayson Allen;Jusuf Nurkic;Kevin Durant;Keita Bates-Diop
1038507;14;Los Angeles Lakers;123;38;27;7;D'Angelo Russell;Anthony Davis;D'Angelo Russell;Anthony Davis
1038647;14;Los Angeles Lakers;136;43;31;4;Rui Hachimura;LeBron James;LeBron James;Rui Hachimura
1038380;14;Los Angeles Lakers;138;37;34;4;Anthony Davis;Anthony Davis;D'Angelo Russell;Anthony Davis
1038294;17;Milwaukee Bucks;129;36;34;2;Giannis Antetokounmpo;Bobby Portis;Giannis Antetokounmpo;Giannis Antetokounmpo
1038695;14;Los Angeles Lakers;125;49;21;4;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
1038282;24;Phoenix Suns;120;38;31;5;Kevin Durant;Jusuf Nurkic;Bradley Beal;Grayson Allen
1037721;17;Milwaukee Bucks;97;36;25;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo
1037944;1;Atlanta Hawks;130;40;25;10;Trae Young;Clint Capela;Trae Young;Clint Capela
1038297;24;Phoenix Suns;140;42;33;6;Bradley Beal;Jusuf Nurkic;Jusuf Nurkic;Keita Bates-Diop
1038470;24;Phoenix Suns;110;50;26;7;Bradley Beal;Jusuf Nurkic;Bradley Beal;Grayson Allen
3277454;14;Los Angeles Lakers;107;44;27;6;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1038622;17;Milwaukee Bucks;118;57;33;5;Giannis Antetokounmpo;Giannis Antetokounmpo;Khris Middleton;Patrick Beverley
1037636;1;Atlanta Hawks;127;36;28;7;Dejounte Murray;Dejounte Murray;Trae Young;Clint Capela
1038010;24;Phoenix Suns;129;44;28;11;Kevin Durant;Kevin Durant;Kevin Durant;Eric Gordon
1038668;17;Milwaukee Bucks;122;40;27;5;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1037785;14;Los Angeles Lakers;105;42;26;1;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1037972;14;Los Angeles Lakers;111;38;21;6;Anthony Davis;Anthony Davis;D'Angelo Russell;Anthony Davis
1038038;14;Los Angeles Lakers;109;35;26;10;LeBron James;Anthony Davis;Austin Reaves;Anthony Davis
1038687;17;Milwaukee Bucks;113;57;31;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1038355;1;Atlanta Hawks;126;49;33;3;Bogdan Bogdanovic;Onyeka Okongwu;Trae Young;De'Andre Hunter
1038696;1;Atlanta Hawks;121;48;36;8;Jalen Johnson;Clint Capela;Jalen Johnson;Bogdan Bogdanovic
1037632;14;Los Angeles Lakers;127;53;27;4;Anthony Davis;Anthony Davis;D'Angelo Russell;Anthony Davis
1038368;14;Los Angeles Lakers;125;47;32;11;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1038524;14;Los Angeles Lakers;120;56;29;4;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1037629;1;Atlanta Hawks;127;46;32;2;Trae Young;Clint Capela;Trae Young;Jalen Johnson
1038205;1;Atlanta Hawks;107;50;19;7;Dejounte Murray;Clint Capela;Dejounte Murray;Clint Capela
3277499;24;Phoenix Suns;110;40;22;6;Devin Booker;Jusuf Nurkic;Jusuf Nurkic;Keita Bates-Diop
7996352;14;Los Angeles Lakers;133;59;30;4;LeBron James;Anthony Davis;LeBron James;Anthony Davis
1037788;17;Milwaukee Bucks;142;55;33;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1038000;1;Atlanta Hawks;113;40;24;3;Bogdan Bogdanovic;Jalen Johnson;Trae Young;Clint Capela
1037671;24;Phoenix Suns;100;42;22;12;Kevin Durant;Jusuf Nurkic;Jusuf Nurkic;Keita Bates-Diop
1037955;24;Phoenix Suns;104;47;23;6;Kevin Durant;Jusuf Nurkic;Devin Booker;Drew Eubanks
1038023;1;Atlanta Hawks;110;50;29;4;Trae Young;Jalen Johnson;Trae Young;Clint Capela
1038141;14;Los Angeles Lakers;125;40;30;8;D'Angelo Russell;Anthony Davis;Anthony Davis;Anthony Davis
1038095;24;Phoenix Suns;115;50;29;6;Devin Booker;Jusuf Nurkic;Devin Booker;Grayson Allen
1037863;14;Los Angeles Lakers;110;41;24;3;Anthony Davis;Anthony Davis;D'Angelo Russell;Colin Castleton
1038568;24;Phoenix Suns;129;39;36;5;Bradley Beal;Devin Booker;Grayson Allen;Kevin Durant
1037751;1;Atlanta Hawks;114;30;28;6;Bogdan Bogdanovic;Onyeka Okongwu;Trae Young;Clint Capela
1038448;14;Los Angeles Lakers;134;45;30;6;Anthony Davis;Anthony Davis;LeBron James;Anthony Davis
1038594;24;Phoenix Suns;115;55;34;10;Grayson Allen;Jusuf Nurkic;Devin Booker;Kevin Durant
1037688;17;Milwaukee Bucks;129;48;26;2;Giannis Antetokounmpo;Giannis Antetokounmpo;Damian Lillard;Giannis Antetokounmpo
1038747;14;Los Angeles Lakers;120;40;31;3;LeBron James;Rui Hachimura;LeBron James;Rui Hachimura
15881512;1;Atlanta Hawks;116;34;30;2;Dejounte Murray;Clint Capela;Trae Young;Bogdan Bogdanovic
3277434;14;Los Angeles Lakers;134;54;30;10;D'Angelo Russell;Austin Reaves;Austin Reaves;Anthony Davis
1038169;14;Los Angeles Lakers;127;45;33;1;D'Angelo Russell;Anthony Davis;Anthony Davis;Anthony Davis
1037970;17;Milwaukee Bucks;118;51;26;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Damian Lillard;Giannis Antetokounmpo
1038516;17;Milwaukee Bucks;124;41;28;6;Damian Lillard;Bobby Portis;Damian Lillard;Brook Lopez
1038123;24;Phoenix Suns;127;46;23;4;Bradley Beal;Jusuf Nurkic;Devin Booker;Bol Bol
1037900;24;Phoenix Suns;119;41;27;7;Devin Booker;Jusuf Nurkic;Devin Booker;Drew Eubanks
1038458;1;Atlanta Hawks;102;42;23;4;Saddiq Bey;Clint Capela;Dejounte Murray;Bruno Fernando
1037905;1;Atlanta Hawks;128;42;32;8;Trae Young;Saddiq Bey;Trae Young;Clint Capela
1038731;17;Milwaukee Bucks;109;38;27;7;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
3277445;17;Milwaukee Bucks;130;49;31;7;Damian Lillard;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1038553;24;Phoenix Suns;107;57;31;3;Devin Booker;Jusuf Nurkic;Devin Booker;Bol Bol
1038684;24;Phoenix Suns;124;49;29;6;Devin Booker;Jusuf Nurkic;Devin Booker;Jusuf Nurkic
1038025;17;Milwaukee Bucks;119;43;26;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Khris Middleton;Brook Lopez
1037963;1;Atlanta Hawks;134;44;31;3;Trae Young;Onyeka Okongwu;Trae Young;Bogdan Bogdanovic
1038293;14;Los Angeles Lakers;113;38;28;11;LeBron James;Anthony Davis;Austin Reaves;Anthony Davis
1038334;1;Atlanta Hawks;127;40;31;9;Trae Young;Saddiq Bey;Trae Young;Bogdan Bogdanovic
1038159;24;Phoenix Suns;119;46;32;6;Grayson Allen;Jusuf Nurkic;Devin Booker;Grayson Allen
1038184;17;Milwaukee Bucks;141;49;30;6;Damian Lillard;Giannis Antetokounmpo;Damian Lillard;Brook Lopez
1038276;14;Los Angeles Lakers;114;52;30;2;Austin Reaves;Jaxson Hayes;D'Angelo Russell;Rui Hachimura
1038574;1;Atlanta Hawks;110;45;32;7;Dejounte Murray;Clint Capela;Dejounte Murray;Clint Capela
1038602;1;Atlanta Hawks;115;36;27;3;Dejounte Murray;Clint Capela;Dejounte Murray;Clint Capela
15882413;14;Los Angeles Lakers;119;46;23;2;LeBron James;Anthony Davis;Anthony Davis;Anthony Davis
7045523;17;Milwaukee Bucks;146;37;32;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Brook Lopez
1037663;24;Phoenix Suns;121;34;26;4;Devin Booker;Devin Booker;Devin Booker;Kevin Durant
1037888;1;Atlanta Hawks;122;35;25;2;Bogdan Bogdanovic;Clint Capela;Trae Young;Saddiq Bey
1038291;1;Atlanta Hawks;141;57;27;4;Trae Young;Onyeka Okongwu;Jalen Johnson;Onyeka Okongwu
1038365;17;Milwaukee Bucks;97;38;24;4;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo;Giannis Antetokounmpo
1038702;24;Phoenix Suns;122;43;32;3;Devin Booker;Jusuf Nurkic;Devin Booker;Bol Bol
15882418;17;Milwaukee Bucks;115;44;23;4;Khris Middleton;Khris Middleton;Patrick Beverley;Brook Lopez
1037861;17;Milwaukee Bucks;113;43;28;6;Giannis Antetokounmpo;Giannis Antetokounmpo;Damian Lillard;Giannis Antetokounmpo
